Option,Statement,Location,True'Branch,No.,False'Branch
alter_algorithm,"if (requested_lock == Alter_info::ALTER_TABLE_LOCK_SHARED && algorithm(thd) == Alter_info::ALTER_TABLE_ALGORITHM_DEFAULT &&
thd->variables.alter_algorithm ==
Alter_info::ALTER_TABLE_ALGORITHM_DEFAULT)",sql/sql_alter.cc:188,sql/sql_alter.cc:190,0,
alter_algorithm,"if ((thd->variables.alter_algorithm == Alter_info::ALTER_TABLE_ALGORITHM_COPY &&
       alter_info->algorithm(thd) !=
       Alter_info::ALTER_TABLE_ALGORITHM_INPLACE)
      || is_inplace_alter_impossible(table, create_info, alter_info)|| IF_PARTITIONING((partition_changed &&
          !(old_db_type->partition_flags() & HA_USE_AUTO_PARTITION)), 0))",sql/sql_table.cc:10562,sql/sql_table.cc:10569,1,
alter_algorithm,"if (ha_alter_info.inplace_supported == HA_ALTER_INPLACE_EXCLUSIVE_LOCK &&
alter_info->requested_lock == Alter_info::ALTER_TABLE_LOCK_SHARED &&
alter_info->algorithm(thd) ==
Alter_info::ALTER_TABLE_ALGORITHM_DEFAULT &&
thd->variables.alter_algorithm ==Alter_info::ALTER_TABLE_ALGORITHM_DEFAULT)",sql/sql_table.cc:10830,sql/sql_table.cc:10832,2,
analyze_sample_percentage,if (thd->variables.sample_percentage == 0),sql/sql_statistics.cc:2742,sql/sql_statistics.cc:2744,3,
autocommit,if (!(mysql->server_status & SERVER_STATUS_AUTOCOMMIT)),sql-common/client.c:3515,sql-common/client.c:3516,4,
autocommit,f (file->autocommit),storage/maria/ha_maria.cc:3024,storage/maria/ha_maria.cc:3026,5,
autocommit,if (concurrent_insert || !info->autocommit),storage/maria/ma_state.c:642,storage/maria/ma_state.c:644,6,storage/maria/ma_state.c:649
autocommit,if (opt_autocommit),client/mysqldump.c:4318,client/mysqldump.c:4320,7,
autocommit,if (opt_autocommit),client/mysqldump.c:4590,client/mysqldump.c:4592,8,
autocommit,if (!(mysql->server_status & SERVER_STATUS_AUTOCOMMIT)),libmysqld/lib_sql.cc:264,libmysqld/lib_sql.cc:265,9,
autocommit, if (!(mysql->server_status & SERVER_STATUS_AUTOCOMMIT)),libmysqld/libmysql.c:1472,libmysqld/libmysql.c:1473,10,
autocommit, if (ha_info_all->is_started()) /* FALSE if autocommit. */,sql/handler.cc:1636,sql/handler.cc:1637,11,
autocommit, if (lex->autocommit),sql/log_event_server.cc:1520,sql/log_event_server.cc:1521,12,
automatic_sp_privileges,"if (sp_automatic_privileges && !opt_noacl &&
check_routine_access(thd, DEFAULT_CREATE_PROC_ACLS,
&lex->sphead->m_db, name,Sp_handler::handler(lex->sql_command), 1))",sql/sql_parse.cc:3131,sql/sql_parse.cc:3136,13,
automatic_sp_privileges,"if (sp_result != SP_KEY_NOT_FOUND &&
      sp_automatic_privileges && !opt_noacl &&
      sp_revoke_privileges(thd, lex->spname->m_db.str, lex->spname->m_name.str,Sp_handler::handler(lex->sql_command)))",sql/sql_parse.cc:6370,sql/sql_parse.cc:6375,14,
big_tables,"if (share->blob_fields || m_using_unique_constraint ||
      (thd->variables.big_tables &&
       !(m_select_options & SELECT_SMALL_RESULT)) ||
      (m_select_options & TMP_TABLE_FORCE_MYISAM) ||
      thd->variables.tmp_memory_table_size == 0)",sql/sql_select.cc:21351,sql/sql_select.cc:21356,15,sql/sql_select.cc:21366
bulk_insert_buffer_size,if (rows && rows*total_keylength < cache_size),storage/maria/ma_write.c:1770,storage/maria/ma_write.c:1771,16,storage/maria/ma_write.c:1773
bulk_insert_buffer_size,if (rows && rows*total_keylength < cache_size),storage/myisam/mi_write.c:997,storage/myisam/mi_write.c:998,17,storage/myisam/mi_write.c:1000
check_constraint_checks,"if (check_constraints &&
      !(in_use->variables.option_bits & OPTION_NO_CHECK_CONSTRAINT_CHECKS))",sql/table.cc:6430,sql/table.cc:6432,18,
check_constraint_checks,if (get_flags(NO_CHECK_CONSTRAINT_CHECKS_F)),sql/log_event_server.cc:4814,sql/log_event_server.cc:4815,19,sql/log_event_server.cc:4817
completion_type,if (tx_chain),sql/sql_parse.cc:5403,sql/sql_parse.cc:5405,20,sql/sql_parse.cc:5411
concurrent_insert,if (lock_type == TL_WRITE_CONCURRENT_INSERT && ! lock->check_status),mysys/thr_lock.c:768,mysys/thr_lock.c:769,21,
concurrent_insert, if (lock_type == TL_WRITE_CONCURRENT_INSERT),mysys/thr_lock.c:857,mysys/thr_lock.c:859,22,
concurrent_insert,if (using_concurrent_insert),mysys/thr_lock.c:920,mysys/thr_lock.c:926,23,
concurrent_insert,"if (duplic == DUP_UPDATE ||
      (duplic == DUP_REPLACE && *lock_type == TL_WRITE_CONCURRENT_INSERT))",sql/sql_insert.cc:441,sql/sql_insert.cc:443,24,
concurrent_insert,"if (!res && first_table->lock_type ==  TL_WRITE_CONCURRENT_INSERT &&
            thd->lock)",sql/sql_parse.cc:4605,sql/sql_parse.cc:4600,25,
concurrent_insert," if ((lock_type >= TL_WRITE_CONCURRENT_INSERT &&
         lock_type <= TL_WRITE) && !thd_in_lock_tables(thd)
        && !thd_tablespace_op(thd))",storage/blackhole/ha_blackhole.cc:224,storage/blackhole/ha_blackhole.cc:225,26,
concurrent_insert,if (lock_type == TL_WRITE_CONCURRENT_INSERT),storage/maria/ha_maria.cc:3241,storage/maria/ha_maria.cc:3243,27,
concurrent_insert,if (maria_concurrent_insert),storage/maria/ma_open.c:1078,storage/maria/ma_open.c:1080,28,
concurrent_insert, if (concurrent_insert || !info->autocommit),/storage/maria/ma_state.c:642,/storage/maria/ma_state.c:644,29,/storage/maria/ma_state.c:649
concurrent_insert,if (share->concurrent_insert),storage/myisam/ft_nlq_search.c:161,storage/myisam/ft_nlq_search.c:162,30,
concurrent_insert,if (concurrent_insert),storage/myisam/mi_locking.c:307,storage/myisam/mi_locking.c:308,31,
connect_timeout,if (!timeout_sec || (timeout_sec > INT_MAX/1000)),sql-common/client.c:199,sql-common/client.c:200,32,sql-common/client.c:202
connect_timeout," if (mysql->options.connect_timeout &&
      (vio_io_wait(net->vio, VIO_IO_EVENT_READ,
                   get_vio_connect_timeout(mysql)) < 1))",sql-common/client.c:2970,sql-common/client.c:2974,33,
default_password_lifetime,if (!interval),sql/sql_acl.cc:14387,sql/sql_acl.cc:14388,34,
default_regex_flags,if (src & (1ULL << i)),sql/sys_vars.cc:6635,sql/sys_vars.cc:6637,35,
default_week_format,if (!(week_format & WEEK_MONDAY_FIRST)),sql/item_timefunc.cc:1046,sql/item_timefunc.cc:1047,36,
delay_key_write,"if (((open_flags & HA_OPEN_DELAY_KEY_WRITE) ||
      (share->options & HA_OPTION_DELAY_KEY_WRITE)) &&
      myisam_delay_key_write)",storage/myisam/mi_open.c:661,storage/myisam/mi_open.c:664,37,
delay_key_write,if (options & HA_OPTION_DELAY_KEY_WRITE),storage/myisam/ha_myisam.cc:2334,storage/myisam/ha_myisam.cc:2335,38,
delay_key_write,if (file->s->delay_key_write),storage/myisam/ha_myisam.cc:958,storage/myisam/ha_myisam.cc:959,39,
delay_key_write,"if ((share->options & HA_OPTION_DELAY_KEY_WRITE) &&
      maria_delay_key_write)",storage/maria/ma_open.c:181,storage/maria/ma_open.c:183,40,
delay_key_write,if (open_flags & HA_OPEN_DELAY_KEY_WRITE),storage/maria/ma_open.c:980,storage/maria/ma_open.c:981,41,
delay_key_write,"if (create_info->table_options &
      (HA_OPTION_DELAY_KEY_WRITE | HA_OPTION_NO_DELAY_KEY_WRITE))",sql/sql_table.cc:9027,sql/sql_table.cc:9029,42,
binlog_format,  if (startup_pre_reqs.binlog_format != BINLOG_FORMAT_ROW),plugin/group_replication/src/plugin.cc:2378,plugin/group_replication/src/plugin.cc:2379,43,plugin/group_replication/src/plugin.cc:2383
binlog_format,"if (thd->lex->sql_command == SQLCOM_CREATE_TABLE &&
!thd->lex->select_lex->field_list_is_empty() && !(thd->lex->create_info->options & HA_LEX_CREATE_TMP_TABLE) &&thd->is_current_stmt_binlog_format_row())",sql/binlog.cc:2530,sql/binlog.cc:2539,44,sql/binlog.cc:2541
binlog_format, if (thd->variables.binlog_format == BINLOG_FORMAT_STMT)) ,sql/binlog.cc:2614,sql/binlog.cc:2621,45,sql/binlog.cc:2627
binlog_format, if (mysql_bin_log.is_open() && (variables.option_bits & OPTION_BIN_LOG) &&!(variables.binlog_format == BINLOG_FORMAT_STMT &&!binlog_filter>db_ok(m_db.str))),sql/binlog.cc:9933,sql/binlog.cc:9941,46,sql/binlog.cc:10486
binlog_format,if (variables.binlog_format != BINLOG_FORMAT_ROW && tables),sql/binlog.cc:10021,sql/binlog.cc:10028,47,sql/binlog.cc:10073
binlog_format," if (variables.binlog_format == BINLOG_FORMAT_ROW &&
sqlcom_can_generate_row_events(this->lex>sql_command))",sql/binlog.cc:10294,sql/binlog.cc:10300,48,sql/binlog.cc:10301
binlog_format,if (variables.binlog_format == BINLOG_FORMAT_STMT),sql/binlog.cc:10333,sql/binlog.cc:10334,49,sql/binlog.cc:10365
binlog_format,"if (variables.binlog_format == BINLOG_FORMAT_ROW &&
        (lex->sql_command == SQLCOM_UPDATE ||
         lex->sql_command == SQLCOM_UPDATE_MULTI ||
         lex->sql_command == SQLCOM_DELETE ||
         lex->sql_command == SQLCOM_DELETE_MULTI)) ",sql/binlog.cc:10454,sql/binlog.cc:10459,50,sql/binlog.cc:10486
binlog_format,"if (variables.binlog_format == BINLOG_FORMAT_STMT &&
        (in_multi_stmt_transaction_mode() || in_sub_stmt)) ",sql/binlog.cc:10653,sql/binlog.cc:10655,51,sql/binlog.cc:10661
binlog_format,if (is_current_stmt_binlog_format_row()) ,sql/binlog.cc:11511,sql/binlog.cc:11511,52,sql/binlog.cc:11509
binlog_format,"if (!m_deterministic && !trust_function_creators &&
  (access == SP_CONTAINS_SQL || access == SP_MODIFIES_SQL_DATA) &&(mysql_bin_log.is_open() &&
thd->variables.binlog_format == BINLOG_FORMAT_STMT))",/sql/item_func.cc:8094,/sql/item_func.cc:8095,53,/sql/item_func.cc:8104
binlog_format,if (global_system_variables.binlog_format == BINLOG_FORMAT_STMT),sql/mysqld.cc:5841,sql/mysqld.cc:5842,54,sql/mysqld.cc:5844
binlog_format,if (log_on == false || thd->variables.binlog_format == BINLOG_FORMAT_ROW),sql/sql_base.cc:4332,sql/sql_base.cc:4333,55,sql/sql_base.cc:4342
binlog_format,"  if ((alter_info.flags & Alter_info::ADD_FOREIGN_KEY) &&
 (create_info.db_type->flags & HTON_SUPPORTS_ATOMIC_DDL) &&mysql_bin_log.is_open() &&
 (thd->variables.option_bits & OPTION_BIN_LOG) &&
thd->variables.binlog_format ==BINLOG_FORMAT_ROW)",sql/sql_cmd_ddl_table.cc:253,sql/sql_cmd_ddl_table.cc:254,56,sql/sql_cmd_ddl_table.cc:259
binlog_format," if (thd->query_name_consts && mysql_bin_log.is_open() && thd->variables.binlog_format == BINLOG_FORMAT_STMT &&!mysql_bin_log.is_query_in_union(thd, thd->query_id))",sql/sql_cmd_ddl_table.cc:275,sql/sql_cmd_ddl_table.cc:276,57,sql/sql_cmd_ddl_table.cc:301
binlog_format,"if (!using_limit && const_cond_result && !no_rows &&
      !(specialflag & SPECIAL_NO_NEW_FUNC) &&
      ((!thd->is_current_stmt_binlog_format_row() ||  
        thd->is_current_stmt_binlog_disabled()) &&    
       !has_delete_triggers)) ",sql/sql_delete.cc:248,sql/sql_delete.cc:253,58,sql/sql_delete.cc:289
binlog_format, if (!thd->is_current_stmt_binlog_format_row() || table->s->tmp_table),sql/sql_insert.cc:2985,sql/sql_insert.cc:2986,59,sql/sql_insert.cc:3010
binlog_format,if (thd->is_current_stmt_binlog_format_row()),sql/sql_load.cc:643,sql/sql_load.cc:644,60,sql/sql_load.cc:651
binlog_format," if (thd->variables.binlog_format == BINLOG_FORMAT_STMT &&
      thd->lex->drop_temporary && (thd->in_sub_stmt & SUB_STMT_FUNCTION) &&
      thd->binlog_evt_union.do_union) ",sql/sql_table.cc:1694,sql/sql_table.cc:1704,61,sql/sql_table.cc:1707
binlog_format,"if (!thd->is_current_stmt_binlog_format_row() ||
        (thd->is_current_stmt_binlog_format_row() &&
         !(create_info->options & HA_LEX_CREATE_TMP_TABLE)))",sql/sql_table.cc:9867,sql/sql_table.cc:9870,62,sql/sql_table.cc:9876
binlog_format," if (!thd->is_current_stmt_binlog_disabled() &&
      thd->is_current_stmt_binlog_format_row())",sql/sql_table.cc:10063,sql/sql_table.cc:10680,63,sql/sql_table.cc:10767
binlog_format,if (thd->variables.binlog_format == BINLOG_FORMAT_STMT),sql/sql_table.cc:15733,sql/sql_table.cc:15734,64,sql/sql_table.cc:15741
binlog_format,"if (!m_auto_increment_safe_stmt_log_lock &&
      thd->lex->sql_command != SQLCOM_INSERT &&
      binlog_format != BINLOG_FORMAT_UNSPEC &&
      binlog_format != BINLOG_FORMAT_ROW)",sql/partitioning/partition_handler.cc:731,sql/partitioning/partition_handler.cc:736,65,sql/partitioning/partition_handler.cc:740
binlog_format,if (lock_type == F_WRLCK && !(table_flags() & HA_BINLOG_STMT_CAPABLE) &&thd_binlog_format(thd) == BINLOG_FORMAT_STMT &&thd_binlog_filter_ok(thd) && thd_sqlcom_can_generate_row_events(thd)),storage/innobase/handler/ha_innodb.cc:17981,storage/innobase/handler/ha_innodb.cc:17983,66,storage/innobase/handler/ha_innodb.cc:17999
binlog_format,"if (!(thd_test_options(thd, OPTION_BIN_LOG)) ||
        thd->variables.binlog_format == BINLOG_FORMAT_STMT) ",storage/ndb/plugin/ha_ndbcluster.cc:7336,storage/ndb/plugin/ha_ndbcluster.cc:7337,67,storage/ndb/plugin/ha_ndbcluster.cc:7340
binlog_format,  if (global_system_variables.binlog_format == BINLOG_FORMAT_STMT) ,storage/ndb/plugin/ha_ndbcluster.cc:12421,storage/ndb/plugin/ha_ndbcluster.cc:12425,68,storage/ndb/plugin/ha_ndbcluster.cc:12421
binlog_format,if (thd->variables.binlog_format == BINLOG_FORMAT_STMT),storage/ndb/plugin/ha_ndbcluster.cc:12850,storage/ndb/plugin/ha_ndbcluster.cc:12851,69,storage/ndb/plugin/ha_ndbcluster.cc:12850
binlog_error_action,if (binlog_error_action == ABORT_SERVER),sql/binlog.cc:3760,sql/binlog.cc:3761,70,sql/binlog.cc:3768
binlog_error_action,if (binlog_error_action == ABORT_SERVER) ,sql/binlog.cc:5025,sql/binlog.cc:5026,71,sql/binlog.cc:5033
binlog_error_action,if (binlog_error_action != ABORT_SERVER),sql/binlog.cc:6474,sql/binlog.cc:6475,72,sql/binlog.cc:6474
binlog_error_action,if (binlog_error_action == ABORT_SERVER),sql/binlog.cc:6614,sql/binlog.cc:6615,73,sql/binlog.cc:6612
binlog_error_action,if (binlog_error_action == ABORT_SERVER),sql/binlog.cc:8688,sql/binlog.cc:8689,74,sql/binlog.cc:8693
binlog_error_action," if ((opt_binlog_order_commits || Clone_handler::need_commit_order()) &&
      (sync_error == 0 || binlog_error_action != ABORT_SERVER))",sql/binlog.cc:8896,sql/binlog.cc:8897,75,sql/binlog.cc:8936
binlog_direct_non_transactional_updates,"  if (lex->is_mixed_stmt_unsafe(multi_stmt_trans, binlog_direct, trans_table,
                                  tx_isolation))",sql/binlog.cc:10248,sql/binlog.cc:10250,76,sql/binlog.cc:10253
binlog_encryption,if (rpl_encryption.is_enabled()),sql/binlog_ostream.cc:205,sql/binlog_ostream.cc:206,77,sql/binlog_ostream.cc:219
binlog_encryption,if (rpl_encryption.is_enabled()),sql/binlog_ostream.cc:132,sql/binlog_ostream.cc:133,78,sql/binlog_ostream.cc:136
binlog_encryption,if (!existing && rpl_encryption.is_enabled()),sql/binlog.cc:296,sql/binlog.cc:297,79,sql/binlog.cc:304
binlog_encryption,if (!rpl_encryption.is_enabled()),sql/sql_alter_instance.cc:214,sql/sql_alter_instance.cc:215,80,sql/sql_alter_instance.cc:219
binlog_checksum,"if (alg != binary_log::BINLOG_CHECKSUM_ALG_UNDEF &&
      (event_type == binary_log::FORMAT_DESCRIPTION_EVENT ||
       alg != binary_log::BINLOG_CHECKSUM_ALG_OFF))",sql/binlog_reader.cc:197,sql/binlog_reader.cc:200,81,sql/binlog_reader.cc:197
binlog_checksum," if (ev->common_footer->checksum_alg != binary_log::BINLOG_CHECKSUM_ALG_OFF &&
      ev->common_footer->checksum_alg != binary_log::BINLOG_CHECKSUM_ALG_UNDEF)",sql/binlog_reader.cc:327,sql/binlog_reader.cc:329,82,sql/binlog_reader.cc:327
binlog_checksum,if (relay_log_checksum_alg == binary_log::BINLOG_CHECKSUM_ALG_UNDEF),sql/binlog.cc:4855,sql/binlog.cc:4857,83,sql/binlog.cc:4855
binlog_checksum,if (checksum_alg_reset != binary_log::BINLOG_CHECKSUM_ALG_UNDEF) ,sql/binlog.cc:6553,sql/binlog.cc:6554,84,sql/binlog.cc:6553
binlog_checksum, if (common_footer->checksum_alg != binary_log::BINLOG_CHECKSUM_ALG_UNDEF),sql/log_event.cc:1213,sql/log_event.cc:1214,85,sql/log_event.cc:1219
binlog_checksum,if (common_footer->checksum_alg == binary_log::BINLOG_CHECKSUM_ALG_UNDEF),sql/log_event.cc:1231,sql/log_event.cc:1232,86,
binlog_checksum," if (common_footer->checksum_alg != binary_log::BINLOG_CHECKSUM_ALG_OFF &&
      common_footer->checksum_alg != binary_log::BINLOG_CHECKSUM_ALG_UNDEF)",sql/log_event.cc:1414,sql/log_event.cc:1415,87,sql/log_event.cc:1425
binlog_checksum,if (fd_event->footer()->checksum_alg != binary_log::BINLOG_CHECKSUM_ALG_OFF),sql/log_event.cc:5216,sql/log_event.cc:5217,88,sql/log_event.cc:5216
binlog_checksum,"if (m_slave_checksum_alg == binary_log::BINLOG_CHECKSUM_ALG_UNDEF &&
      event_checksum_on()) ",sql/rpl_binlog_sender.cc:1106,sql/rpl_binlog_sender.cc:1112,89,sql/rpl_binlog_sender.cc:1116
binlog_checksum,"if (new_fdle->common_footer->checksum_alg ==
          binary_log::BINLOG_CHECKSUM_ALG_UNDEF)",sql/rpl_slave.cc:7736,sql/rpl_slave.cc:7737,90,sql/rpl_slave.cc:7736
big_tables,if ((thd->variables.big_tables) && !(select_options & SELECT_SMALL_RESULT)),/sql/sql_tmp_table.cc:1988,sql/sql_tmp_table.cc:1989,91,sql/sql_tmp_table.cc:1988
auto_generate_certs,if (opt_auto_generate_certs == true),sql/auth/sql_authentication.cc:5136,sql/auth/sql_authentication.cc:5142,92,sql/auth/sql_authentication.cc:5204
automatic_sp_privileges," if (sp_automatic_privileges && !opt_noacl &&
  check_routine_access( thd, DEFAULT_CREATE_PROC_ACLS, lex->sphead->m_db.str, name,lex->sql_command == SQLCOM_CREATE_PROCEDURE, true)) ",sql/sql_parse.cc:4128,sql/sql_parse.cc:4132,93,sql/sql_parse.cc:4143
automatic_sp_privileges,"  if (sp_result != SP_DOES_NOT_EXISTS && sp_automatic_privileges &&
 !opt_noacl && sp_revoke_privileges(thd, db, name,lex->sql_command == SQLCOM_DROP_PROCEDURE))",sql/sql_parse.cc:4248,sql/sql_parse.cc:4252,94,sql/sql_parse.cc:4258
avoid_temporal_upgrade,"if ((error = check_table_for_old_types(table, check_temporal_upgrade)))",sql/handler.cc:4644,sql/handler.cc:4645,95,sql/handler.cc:4646
avoid_temporal_upgrade," if ((check_table_for_old_types(table->table, check_temporal_upgrade) ==HA_ADMIN_NEEDS_ALTER) ||
(table->table->file->ha_check_for_upgrade(check_opt) ==
   HA_ADMIN_NEEDS_ALTER)) ",sql/sql_admin.cc:899,sql/sql_admin.cc:903,96,sql/sql_admin.cc:899
avoid_temporal_upgrade,if (check_temporal_upgrade),sql/sql_table.cc:16395,sql/sql_table.cc:16396,97,sql/sql_table.cc:16404
max_heap_table_size,if (rowlen * distinct_rowcount < join->thd->variables.max_heap_table_size),sql/sql_optimizer.cc:10631,sql/sql_optimizer.cc:10632,98,sql/sql_optimizer.cc:10634
max_heap_table_size,if (tab->table()->s->reclength * inner_query_rowcount <thd->variables.max_heap_table_size),sql/sql_planner.cc:917,sql/sql_planner.cc:919,99,sql/sql_planner.cc:921
max_heap_table_size, if (outer_fanout * rowsize < thd->variables.max_heap_table_size),sql/sql_planner.cc:3977,sql/sql_planner.cc:3978,100,sql/sql_planner.cc:3980
tmp_table_size, if (thd->variables.tmp_table_size == ~(ulonglong)0),sql/sql_tmp_table.cc:2123,sql/sql_tmp_table.cc:2124,101,sql/sql_tmp_table.cc:2126
long_query_time, if (my_micro_time() > utime_after_lock + variables.long_query_time),sql/sql_class.cc:2833,sql/sql_class.cc:2834,102,sql/sql_class.cc:2833
select_limit, if (!(unit->global_parameters()->select_limit = new Item_int(1))) ,sql/item_subselect.cc:376,sql/item_subselect.cc:376,103,sql/item_subselect.cc:377
select_limit,if (unit->global_parameters()->select_limit == nullptr ||unit->global_parameters()->select_limit->val_uint() > 0),sql/item_subselect.cc:1464,sql/item_subselect.cc:1465,104,sql/item_subselect.cc:1470
select_limit, if (select_limit != nullptr),sql/sql_lex.cc:2406,sql/sql_lex.cc:2407,105,sql/sql_lex.cc:2411
select_limit,if (!tab->condition() && select_limit != HA_POS_ERROR &&select_limit <= ft_func->get_count()),sql/sql_optimizer.cc:2042,sql/sql_optimizer.cc:2050,106,sql/sql_optimizer.cc:2069
select_limit,"if (!is_force_index && (select_limit >= table_records) &&(tab->type() == JT_ALL &&
join->primary_tables > join->const_tables + 1) &&((unsigned)best_key != table->s->primary_key ||!table->file->primary_key_is_clustered())) ",sql/sql_optimizer.cc:2267,sql/sql_optimizer.cc:2272,107,sql/sql_optimizer.cc:2276
select_limit,if (tab->type() == JT_INDEX_SCAN &&select_limit < table->file->stats.records),sql/sql_optimizer.cc:2502,sql/sql_optimizer.cc:2505,108,sql/sql_optimizer.cc:2510
select_limit,if (select_limit != nullptr) ,sql/sql_resolver.cc:869,sql/sql_resolver.cc:870,109,sql/sql_resolver.cc:879
select_limit," if (select_limit != nullptr &&
      (!select_limit->const_item() || select_limit->val_int() == 0))",sql/sql_resolver.cc:1298,sql/sql_resolver.cc:1299,110,sql/sql_resolver.cc:1301
select_limit," if (is_covering || select_limit != HA_POS_ERROR ||
          (ref_key < 0 && (group || table->force_index_order))) ",sql/sql_select.cc:4985,sql/sql_select.cc:4987,111,sql/sql_select.cc:4985
select_limit,if (select_limit == HA_POS_ERROR),sql/sql_select.cc:4989,sql/sql_select.cc:4989,112,sql/sql_select.cc:4990
select_limit,if (select_limit > table_records / rec_per_key),sql/sql_select.cc:5007,sql/sql_select.cc:5008,113,sql/sql_select.cc:5010
select_limit,if (select_limit > refkey_rows_estimate),sql/sql_select.cc:5039,sql/sql_select.cc:5040,114,sql/sql_select.cc:5042
select_limit,if (multitable && select->select_limit) ,sql/sql_update.cc:1658,sql/sql_update.cc:1659,115,sql/sql_update.cc:1662
select_limit," if ((!view->is_view() && !view->belong_to_view) ||
      thd->lex->sql_command == SQLCOM_INSERT ||
      thd->lex->select_lex->select_limit == nullptr)",sql/sql_view.cc:1893,sql/sql_view.cc:1894,116,sql/sql_view.cc:1896
select_limit,if (unit->select_limit_cnt != HA_POS_ERROR || unit->offset_limit_cnt != 0),sql/join_optimizer/join_optimizer.cc:845,sql/join_optimizer/join_optimizer.cc:846,117,sql/join_optimizer/join_optimizer.cc:845
select_limit,if (unit->select_limit_cnt != HA_POS_ERROR || unit->offset_limit_cnt != 0) ,sql/sql_executor.cc:3133,sql/sql_executor.cc:3134,118,sql/sql_executor.cc:3140
select_limit,if (unit->select_limit_cnt == 0 && !calc_found_rows) ,sql/sql_optimizer.cc:360,sql/sql_optimizer.cc:361,119,sql/sql_optimizer.cc:360
max_join_size , if (global_system_variables.max_join_size == HA_POS_ERROR(0)),sql/mysqld.cc:0274,sql/mysqld.cc:0275,120,sql/mysqld.cc:0277
max_join_size ,if (!(thd->variables.option_bits & OPTION_BIG_SELECTS) &&best_read > (double)thd->variables.max_join_size &&!thd->lex->is_explain()),sql/sql_optimizer.cc:064,sql/sql_optimizer.cc:067,121,sql/sql_optimizer.cc:072
auto_increment_increment ,if (variables->auto_increment_increment == 1),sql/handler.cc:552,sql/handler.cc:553,122,sql/handler.cc:555
auto_increment_increment ,if (variables->auto_increment_increment == 1),sql/handler.cc:605,sql/handler.cc:606,123,sql/handler.cc:607
auto_increment_increment:uto_increment_offset,if (auto_increment_increment != 1 || auto_increment_offset != 1) ,sql/log_event.cc:497,sql/log_event.cc:498,124,sql/log_event.cc:503
auto_increment_increment:uto_increment_offset,"if (print_event_info->auto_increment_increment != auto_increment_increment ||
      print_event_info->auto_increment_offset != auto_increment_offset)",sql/log_event.cc:322,sql/log_event.cc:323,125,sql/log_event.cc:334
lock_wait_timeout,"if (thd->mdl_context.acquire_locks(&mdl_requests,
  thd->variables.lock_wait_timeout))",sql/dd_sql_view.cc:349,sql/dd_sql_view.cc:351,126,
lock_wait_timeout," if (thd->mdl_context.acquire_lock(&schema_request,
                                        thd->variables.lock_wait_timeout))",sql/dd_sql_view.cc:429,sql/dd_sql_view.cc:431,127,
lock_wait_timeout,"if (thd>mdl_context.acquire_lock(&event_mdl_request,
thd->variables.lock_wait_timeout))",sql/event_scheduler.cc:385,sql/event_scheduler.cc:387,128,
lock_wait_timeout,"if (thd>mdl_context.acquire_lock(&event_mdl_request,
thd->variables.lock_wait_timeout))",sql/lock.cc:758,sql/lock.cc:760,129,
lock_wait_timeout,"if (thd>mdl_context.acquire_lock(&event_mdl_request,
thd->variables.lock_wait_timeout))",sql/lock.cc:1016,sql/lock.cc:1017,130,
lock_wait_timeout, if (lock_wait_timeout == 0),sql/mdl.cc:352,sql/mdl.cc:362,131,sql/mdl.cc:375
lock_wait_timeout,"if (thd->mdl_context.acquire_lock(&table_request,
thd->variables.lock_wait_timeout))",sql/mysqld.cc:1570,sql/mysqld.cc:1573,132,
lock_wait_timeout, if (lock_wait_timeout < 100000000 && wait_time > (double)lock_wait_timeout &&!trx_is_high_priority(trx)),storage/innobase/lock/lock0wait.cc:51,storage/innobase/lock/lock0wait.cc:53,133,storage/innobase/lock/lock0wait.cc:58
lock_wait_timeout,if (lock_wait_timeout < 100000),storage/innobase/dict/dict0dict.cc:929,storage/innobase/dict/dict0dict.cc:930,134,storage/innobase/dict/dict0dict.cc:932
lock_wait_timeout,"if (thd>mdl_context.acquire_lock(&event_mdl_request,
thd->variables.lock_wait_timeout))",sql/sql_table.cc:704,sql/sql_table.cc:706,135,
lock_wait_timeout,"if (lock_tablespace_names(thd, &tablespace_set,
  thd->variables.lock_wait_timeout))",sql/sql_table.cc:0550,sql/sql_table.cc:0552,136,
sql_require_primary_key," if (!primary_key && !thd->is_dd_system_thread() &&
      !thd->is_initialize_system_thread() &&
      (file->ha_table_flags() &
       (HA_BINLOG_ROW_CAPABLE | HA_BINLOG_STMT_CAPABLE)) != 0 &&
      thd->variables.sql_require_primary_key)",sql/sql_table.cc:7972,sql/sql_table.cc:7973,137,
sql_require_primary_key,"if (!dd::has_primary_key(*m_table_object) &&
      thd->variables.sql_require_primary_key) ",sql/dd/impl/sdi_api.cc:98,sql/dd/impl/sdi_api.cc:99,138,
